PolicyID,ProductID,PlanID,Sex,IssueDate,IssueAge,PolicyTerm,PolicyCount,SumAssured
2878,TERM_1,PLAN_B,M,48,13/05/2014,15,49,431662.8041
2879,TERM_2,PLAN_A,F,50,16/10/2023,20,100,483125.8146
2880,TERM_2,PLAN_A,M,49,12/05/2023,15,56,152206.3692
2881,TERM_1,PLAN_B,M,41,04/09/2022,20,81,733399.8376
2882,TERM_2,PLAN_B,F,36,01/02/2020,10,0,141520.1453
2883,TERM_2,PLAN_A,F,58,23/03/2014,20,61,454750.9604
2884,TERM_1,PLAN_B,F,40,09/05/2011,20,35,345441.5553
2885,TERM_2,PLAN_A,M,27,15/03/2016,10,20,445986.0299
2886,TERM_2,PLAN_B,F,31,01/04/2020,15,29,246702.3677
2887,TERM_2,PLAN_A,M,31,16/11/2021,10,20,533573.6931
2888,TERM_2,PLAN_B,M,24,20/01/2013,20,57,892591.247
2889,TERM_2,PLAN_B,M,28,24/02/2012,10,1,484672.6834
2890,TERM_2,PLAN_A,F,27,09/02/2015,10,6,484023.3452
2891,TERM_1,PLAN_B,M,47,21/10/2022,15,83,494016.5061
2892,TERM_1,PLAN_A,M,36,05/02/2021,10,78,214646.0591
2893,TERM_2,PLAN_B,M,26,13/04/2019,10,32,601784.9717
2894,TERM_1,PLAN_A,F,37,02/06/2012,10,52,31141.4451
2895,TERM_2,PLAN_A,F,33,20/01/2011,20,66,991461.2284
2896,TERM_1,PLAN_B,F,28,15/05/2021,20,66,604288.1807
2897,TERM_2,PLAN_A,F,46,22/10/2023,15,27,499822.2237
2898,TERM_1,PLAN_B,M,41,01/03/2017,10,10,69658.99671
2899,TERM_2,PLAN_B,F,59,04/08/2024,15,46,995627.1643
2900,TERM_2,PLAN_B,M,25,13/06/2014,15,68,451701.522
2901,TERM_1,PLAN_B,M,27,05/02/2022,10,7,999339.1648
2902,TERM_2,PLAN_A,F,48,26/05/2016,15,53,102971.5664
2903,TERM_2,PLAN_B,F,34,08/05/2016,20,59,832614.1548
2904,TERM_2,PLAN_A,M,27,09/10/2014,10,40,608178.2758
2905,TERM_2,PLAN_B,F,40,09/05/2024,10,28,737399.2827
2906,TERM_1,PLAN_B,F,47,15/07/2010,15,39,913078.5481
2907,TERM_1,PLAN_B,F,40,15/12/2020,20,6,602536.8391
2908,TERM_2,PLAN_B,M,41,05/05/2015,20,14,98323.06902
2909,TERM_2,PLAN_A,M,44,19/02/2010,10,70,978877.489
2910,TERM_1,PLAN_B,M,55,13/02/2022,15,46,788052.3868
2911,TERM_1,PLAN_B,M,56,26/07/2020,10,76,744453.5653
2912,TERM_1,PLAN_B,F,55,07/08/2011,10,56,88366.58809
2913,TERM_1,PLAN_B,M,47,24/10/2023,20,44,264240.9548
2914,TERM_2,PLAN_A,M,43,24/06/2011,15,51,54092.44308
2915,TERM_2,PLAN_B,M,56,08/08/2015,10,8,658835.0682
2916,TERM_2,PLAN_B,M,40,27/12/2012,20,83,517295.5221
2917,TERM_1,PLAN_A,M,25,10/06/2015,20,55,154906.4052
2918,TERM_2,PLAN_B,F,48,21/10/2019,15,85,557916.7972
2919,TERM_1,PLAN_B,F,25,09/02/2023,20,75,437461.5198
2920,TERM_1,PLAN_A,M,55,20/02/2018,10,11,856409.2932
2921,TERM_1,PLAN_B,F,42,07/09/2020,15,57,73948.32387
2922,TERM_1,PLAN_A,M,37,01/06/2013,20,100,459111.7214
2923,TERM_2,PLAN_A,F,37,25/05/2014,20,94,733747.9744
2924,TERM_1,PLAN_A,M,52,18/08/2013,10,99,621611.4354
2925,TERM_1,PLAN_B,F,31,20/12/2015,10,34,295930.381
2926,TERM_1,PLAN_A,M,20,11/08/2022,20,33,120752.6238
2927,TERM_1,PLAN_B,M,29,27/08/2021,15,60,418841.5995
2928,TERM_2,PLAN_A,M,44,16/08/2011,10,40,115788.8028
2929,TERM_2,PLAN_A,F,27,21/11/2024,10,84,972947.6129
2930,TERM_1,PLAN_B,M,29,27/02/2017,10,58,589564.7941
2931,TERM_1,PLAN_A,F,45,25/07/2011,10,33,579378.5719
2932,TERM_2,PLAN_B,M,43,01/04/2017,15,87,128958.3971
2933,TERM_2,PLAN_A,M,54,04/10/2016,15,89,902835.6652
2934,TERM_2,PLAN_B,M,27,16/01/2021,20,1,847362.2391
2935,TERM_2,PLAN_B,F,55,30/12/2019,15,64,915573.8365
2936,TERM_2,PLAN_A,M,45,23/12/2024,10,77,24023.98425
2937,TERM_2,PLAN_B,F,59,29/03/2011,15,14,81480.74029
2938,TERM_2,PLAN_B,F,46,24/12/2012,15,17,569526.5959
2939,TERM_2,PLAN_A,M,39,03/02/2019,15,91,982961.1194
2940,TERM_2,PLAN_B,F,28,28/02/2011,10,26,648983.7217
2941,TERM_1,PLAN_A,M,33,05/06/2019,15,72,15788.89529
2942,TERM_2,PLAN_B,M,53,24/08/2018,20,59,237047.7035
2943,TERM_1,PLAN_A,M,20,03/10/2021,10,47,783551.68
2944,TERM_1,PLAN_A,M,53,10/10/2015,20,98,414375.6722
2945,TERM_1,PLAN_B,F,49,08/11/2014,10,43,196947.6008
2946,TERM_2,PLAN_A,M,42,13/08/2011,20,37,518074.1931
2947,TERM_1,PLAN_B,M,31,23/05/2023,10,98,513058.0466
2948,TERM_2,PLAN_A,F,47,28/10/2012,15,86,740933.4381
2949,TERM_2,PLAN_A,F,26,15/03/2021,20,49,682852.8508
2950,TERM_2,PLAN_B,M,25,26/06/2021,15,87,520974.0821
2951,TERM_1,PLAN_A,M,42,24/11/2015,15,51,888692.6932
2952,TERM_1,PLAN_B,M,44,31/08/2024,20,93,524093.9298
2953,TERM_1,PLAN_A,M,39,02/06/2017,15,87,218125.6241
2954,TERM_2,PLAN_A,M,53,02/09/2011,20,81,192996.683
2955,TERM_1,PLAN_B,F,23,20/02/2015,10,39,181747.8923
2956,TERM_1,PLAN_A,M,40,01/11/2010,15,63,999517.1652
2957,TERM_2,PLAN_B,F,46,22/02/2010,15,60,742549.2897
2958,TERM_1,PLAN_B,M,45,10/07/2012,10,99,761713.4611
2959,TERM_2,PLAN_B,F,55,24/07/2022,20,45,454541.6065
2960,TERM_1,PLAN_B,F,40,21/06/2011,15,64,634772.6475
2961,TERM_1,PLAN_B,M,26,08/04/2013,10,85,114323.0087
2962,TERM_2,PLAN_B,F,31,11/01/2019,15,50,263536.1777
2963,TERM_2,PLAN_A,F,20,23/11/2021,20,43,274397.078
2964,TERM_2,PLAN_A,M,57,19/07/2012,20,43,63016.74735
2965,TERM_2,PLAN_A,F,50,15/03/2011,15,27,88137.9844
2966,TERM_1,PLAN_B,M,25,10/08/2014,20,99,641625.8691
2967,TERM_2,PLAN_A,M,31,09/08/2011,10,57,72098.42821
2968,TERM_1,PLAN_A,F,47,11/03/2018,10,37,994986.9812
2969,TERM_2,PLAN_A,M,43,05/04/2018,20,37,659046.7519
2970,TERM_1,PLAN_A,F,53,16/01/2018,15,18,866546.1273
2971,TERM_1,PLAN_A,F,55,22/06/2014,15,35,347868.892
2972,TERM_2,PLAN_B,M,44,22/11/2021,10,29,743636.3193
2973,TERM_1,PLAN_A,M,57,06/03/2014,10,6,88754.38894
2974,TERM_2,PLAN_B,M,39,12/10/2023,10,29,90745.09424
2975,TERM_1,PLAN_A,M,30,02/06/2019,20,35,812068.2509
2976,TERM_1,PLAN_B,F,24,28/10/2021,20,76,552473.2886
2977,TERM_1,PLAN_B,M,32,17/03/2019,20,87,432359.5386
2978,TERM_2,PLAN_B,M,25,16/03/2019,15,4,867446.0604
2979,TERM_2,PLAN_A,F,55,23/01/2017,10,63,985115.7987
2980,TERM_1,PLAN_A,F,47,16/05/2018,20,53,335882.6478
2981,TERM_2,PLAN_B,M,32,22/12/2010,15,34,768209.4776
2982,TERM_2,PLAN_A,M,34,22/11/2019,15,67,254081.5841
2983,TERM_2,PLAN_A,F,58,23/06/2020,20,41,799164.1377
2984,TERM_2,PLAN_B,F,59,28/10/2012,15,42,719993.3304
2985,TERM_1,PLAN_B,M,37,09/03/2018,20,4,250059.1582
2986,TERM_2,PLAN_A,F,25,03/06/2010,10,58,966697.3695
2987,TERM_2,PLAN_A,M,30,21/07/2024,10,5,174025.1996
2988,TERM_1,PLAN_A,M,24,11/10/2012,15,77,114881.4557
2989,TERM_2,PLAN_B,F,53,28/02/2019,15,16,44371.51855
2990,TERM_1,PLAN_B,F,46,09/04/2014,20,5,710823.9358
2991,TERM_2,PLAN_A,M,22,22/04/2021,20,51,643103.1463
2992,TERM_2,PLAN_A,F,27,30/04/2012,15,23,360675.9256
2993,TERM_2,PLAN_A,F,54,12/06/2011,20,85,76971.71831
2994,TERM_1,PLAN_A,F,29,25/08/2018,10,62,923178.863
2995,TERM_2,PLAN_B,M,32,19/08/2012,15,1,213093.5025
2996,TERM_2,PLAN_B,F,28,08/02/2017,15,48,630029.9721
2997,TERM_2,PLAN_A,M,22,08/02/2018,15,3,840972.6139
2998,TERM_2,PLAN_B,M,40,05/10/2011,20,12,260994.9685
2999,TERM_2,PLAN_B,F,52,15/12/2011,15,1,146368.0702
3000,TERM_2,PLAN_B,F,43,27/04/2011,15,24,238711.6476
3001,TERM_2,PLAN_B,M,32,21/10/2014,15,6,519301.8996
3002,TERM_2,PLAN_B,M,59,31/01/2012,20,80,733689.6965
3003,TERM_2,PLAN_B,F,58,28/01/2023,20,89,581761.6568
3004,TERM_1,PLAN_A,M,30,14/10/2016,15,48,40727.72707
3005,TERM_1,PLAN_B,F,41,08/02/2024,10,43,913506.4642
3006,TERM_1,PLAN_B,F,58,22/10/2011,20,46,233331.7484
3007,TERM_1,PLAN_B,M,34,06/05/2014,20,40,231552.4516
3008,TERM_1,PLAN_A,M,57,31/03/2018,20,31,203602.3043
3009,TERM_1,PLAN_B,M,39,24/10/2015,15,73,997749.2187
3010,TERM_2,PLAN_A,M,56,23/08/2017,20,54,99793.66866
3011,TERM_1,PLAN_A,F,54,27/04/2023,15,3,418530.814
3012,TERM_1,PLAN_B,M,35,02/10/2017,20,18,696896.1104
3013,TERM_2,PLAN_A,F,37,17/05/2010,20,54,150988.2935
3014,TERM_2,PLAN_B,F,50,01/10/2021,15,11,433050.9162
3015,TERM_1,PLAN_A,M,53,02/07/2014,15,60,244999.748
3016,TERM_1,PLAN_B,M,30,02/06/2016,10,30,818943.9981
3017,TERM_1,PLAN_A,F,57,04/10/2011,15,40,845870.3222
3018,TERM_2,PLAN_B,F,39,20/10/2023,15,95,861482.7273
3019,TERM_2,PLAN_A,F,41,14/01/2019,15,41,432261.5351
3020,TERM_2,PLAN_A,F,57,01/06/2010,20,37,69584.73094
3021,TERM_1,PLAN_B,M,51,04/02/2012,10,21,362714.2155
3022,TERM_1,PLAN_A,F,41,04/11/2011,20,59,895388.0647
3023,TERM_2,PLAN_A,F,35,11/07/2010,20,85,500667.2288
3024,TERM_2,PLAN_A,M,36,28/09/2022,20,60,602402.9225
3025,TERM_1,PLAN_B,F,36,27/05/2020,15,50,232163.3947
3026,TERM_2,PLAN_B,M,43,17/11/2010,15,35,235882.1589
3027,TERM_1,PLAN_A,F,25,07/09/2018,15,52,740243.9965
3028,TERM_1,PLAN_A,M,28,30/08/2015,10,72,406284.0612
3029,TERM_1,PLAN_A,M,47,05/09/2021,10,44,177736.2817
3030,TERM_1,PLAN_A,F,51,23/09/2023,10,78,440982.6474
3031,TERM_1,PLAN_A,M,59,16/10/2022,15,34,502741.7716
3032,TERM_1,PLAN_A,F,25,27/04/2012,20,57,537269.0091
3033,TERM_2,PLAN_B,F,28,10/05/2017,10,76,91079.40382
3034,TERM_2,PLAN_A,F,40,24/11/2014,10,59,456213.8531
3035,TERM_1,PLAN_B,F,46,09/07/2022,15,23,740398.2379
3036,TERM_2,PLAN_A,F,31,30/07/2020,10,62,893861.7582
3037,TERM_1,PLAN_B,F,41,08/02/2015,15,78,163882.4052
3038,TERM_1,PLAN_B,F,49,30/12/2012,20,99,656458.1883
3039,TERM_2,PLAN_A,F,35,05/12/2023,10,85,604949.1935
3040,TERM_2,PLAN_B,M,54,19/05/2024,20,1,579474.2099
3041,TERM_1,PLAN_B,F,20,26/11/2022,20,39,406438.1838
3042,TERM_2,PLAN_A,F,38,05/08/2019,15,13,953152.8449
3043,TERM_1,PLAN_A,F,48,09/05/2017,10,39,348066.1656
3044,TERM_2,PLAN_A,M,27,24/10/2014,15,65,852541.0417
3045,TERM_2,PLAN_A,M,48,07/04/2021,15,54,275035.035
3046,TERM_2,PLAN_A,F,39,19/07/2017,20,61,105114.4496
3047,TERM_2,PLAN_A,F,37,23/05/2018,15,97,689317.6324
3048,TERM_2,PLAN_A,M,39,27/05/2015,20,78,513538.9665
3049,TERM_1,PLAN_B,F,22,12/06/2019,20,35,865132.0865
3050,TERM_1,PLAN_A,M,35,10/07/2015,15,69,809317.2635
3051,TERM_2,PLAN_A,M,57,01/11/2012,15,1,920128.2535
3052,TERM_1,PLAN_B,M,42,02/03/2014,15,30,472848.4478
3053,TERM_1,PLAN_A,M,24,09/07/2019,20,39,585981.6251
3054,TERM_1,PLAN_A,F,39,26/06/2017,15,35,596496.9679
3055,TERM_2,PLAN_B,M,30,29/03/2023,10,24,433885.9156
3056,TERM_2,PLAN_B,F,59,22/11/2020,10,13,402565.4548
3057,TERM_1,PLAN_B,M,56,16/10/2015,20,59,972697.4567
3058,TERM_2,PLAN_A,M,45,09/05/2010,20,85,515391.0321
3059,TERM_1,PLAN_B,M,51,21/11/2024,15,89,165470.3362
3060,TERM_1,PLAN_B,F,33,14/06/2016,20,7,371096.2145
3061,TERM_2,PLAN_B,F,23,27/05/2010,15,51,247323.7419
3062,TERM_1,PLAN_B,M,39,26/05/2024,20,28,899036.4162
3063,TERM_2,PLAN_B,F,36,14/11/2021,20,71,314677.4069
3064,TERM_2,PLAN_B,M,50,15/12/2013,20,30,550630.0129
3065,TERM_2,PLAN_A,M,26,10/03/2021,20,68,63525.7824
3066,TERM_1,PLAN_B,F,56,24/03/2018,15,27,552391.8377
3067,TERM_2,PLAN_B,F,49,28/04/2020,15,48,315530.7533
3068,TERM_2,PLAN_B,M,20,02/09/2023,20,6,667726.7718
3069,TERM_2,PLAN_A,M,57,28/12/2020,10,82,91094.92522
3070,TERM_2,PLAN_B,M,50,24/03/2011,20,83,674728.2602
3071,TERM_1,PLAN_B,F,24,16/05/2021,15,66,964042.48
3072,TERM_2,PLAN_B,M,36,12/12/2016,10,68,997360.0993
3073,TERM_1,PLAN_B,M,30,10/12/2018,10,70,655340.8997
3074,TERM_2,PLAN_A,M,52,02/04/2010,20,68,138991.3596
3075,TERM_2,PLAN_B,M,46,21/10/2018,15,52,549994.5668
3076,TERM_2,PLAN_A,M,48,19/02/2019,10,66,25044.2966
3077,TERM_1,PLAN_A,F,31,17/01/2021,15,48,976087.2665
3078,TERM_2,PLAN_A,F,47,04/02/2013,10,35,594060.6824
3079,TERM_1,PLAN_B,F,47,18/01/2016,20,38,874189.7292
3080,TERM_2,PLAN_B,M,59,09/07/2015,10,83,737640.3033
3081,TERM_1,PLAN_A,F,36,18/03/2023,10,3,683477.6561
3082,TERM_1,PLAN_B,F,47,29/10/2014,10,56,666150.7617
3083,TERM_2,PLAN_A,M,24,12/10/2020,10,81,721698.7647
3084,TERM_2,PLAN_A,M,51,05/02/2020,10,41,29617.86474
3085,TERM_2,PLAN_B,F,22,19/01/2013,20,28,612336.4388
3086,TERM_1,PLAN_B,F,27,19/11/2023,20,71,644518.3607
3087,TERM_2,PLAN_A,M,35,08/06/2024,15,48,638814.0757
3088,TERM_1,PLAN_A,M,24,25/11/2018,15,47,78384.38584
3089,TERM_2,PLAN_B,M,28,23/07/2012,20,32,174172.379
3090,TERM_1,PLAN_B,M,22,31/03/2016,15,4,487797.0689
3091,TERM_1,PLAN_B,M,45,29/05/2010,15,58,199343.575
3092,TERM_1,PLAN_B,F,29,24/09/2011,20,21,713796.0372
3093,TERM_1,PLAN_A,F,52,04/11/2019,10,78,357736.6486
3094,TERM_2,PLAN_A,M,43,02/03/2010,10,41,431599.2092
3095,TERM_1,PLAN_B,M,34,27/08/2017,20,28,406260.7018
3096,TERM_1,PLAN_A,M,27,11/12/2024,10,44,719298.7041
3097,TERM_2,PLAN_B,M,56,19/09/2022,15,74,436099.2891
3098,TERM_2,PLAN_B,F,36,15/11/2023,10,86,154360.3592
3099,TERM_2,PLAN_B,F,34,20/08/2018,15,27,287672.4357
3100,TERM_1,PLAN_B,M,51,11/10/2016,15,67,499063.2729
3101,TERM_2,PLAN_A,F,29,02/08/2019,10,69,255618.944
3102,TERM_2,PLAN_A,F,51,08/11/2013,10,10,593295.7021
3103,TERM_2,PLAN_A,F,58,02/12/2016,20,62,902998.6182
3104,TERM_2,PLAN_B,F,48,06/11/2022,10,23,999013.6752
3105,TERM_2,PLAN_A,F,52,28/02/2021,10,34,11176.23835
3106,TERM_2,PLAN_B,F,53,28/08/2017,10,79,451385.6898
3107,TERM_2,PLAN_B,F,56,16/07/2022,10,12,617969.7854
3108,TERM_1,PLAN_B,F,49,29/11/2019,15,68,78145.29415
3109,TERM_2,PLAN_B,F,58,03/07/2017,15,32,469161.41
3110,TERM_2,PLAN_B,F,54,31/08/2010,15,92,801093.3522
3111,TERM_2,PLAN_B,F,47,27/01/2015,20,60,82871.90233
3112,TERM_2,PLAN_A,F,30,26/10/2018,20,8,28725.95513
3113,TERM_2,PLAN_B,M,27,18/10/2020,20,40,924488.3405
3114,TERM_1,PLAN_A,F,39,03/07/2012,10,84,147326.4747
3115,TERM_1,PLAN_B,F,49,10/11/2010,20,66,628276.0458
3116,TERM_2,PLAN_A,F,50,12/06/2012,15,12,472453.194
3117,TERM_1,PLAN_A,F,20,06/07/2010,10,94,900532.0712
3118,TERM_2,PLAN_A,M,54,16/03/2020,10,41,655821.5175
3119,TERM_1,PLAN_A,M,54,29/04/2019,15,69,390209.77
3120,TERM_1,PLAN_B,F,30,07/01/2017,20,17,842701.1523
3121,TERM_2,PLAN_B,M,42,22/05/2018,15,12,945248.4414
3122,TERM_2,PLAN_B,F,35,05/07/2013,10,91,325053.9992
3123,TERM_1,PLAN_A,F,59,04/10/2015,20,7,763008.8503
3124,TERM_2,PLAN_B,F,31,02/07/2016,15,88,149969.494
3125,TERM_1,PLAN_B,F,38,27/03/2017,15,27,823741.2178
3126,TERM_2,PLAN_A,M,52,07/09/2021,10,47,310071.1944
3127,TERM_1,PLAN_B,M,24,08/01/2021,10,35,983570.7972
3128,TERM_1,PLAN_B,F,28,09/08/2016,20,48,673386.2349
3129,TERM_1,PLAN_B,M,29,31/07/2022,20,70,529195.5439
3130,TERM_2,PLAN_A,M,33,22/05/2013,10,48,696770.9757
3131,TERM_2,PLAN_B,F,29,22/09/2024,10,56,919003.5623
3132,TERM_1,PLAN_B,M,29,05/03/2014,10,74,237087.4381
3133,TERM_2,PLAN_B,M,46,24/03/2013,20,36,40592.70154
3134,TERM_1,PLAN_B,M,35,05/08/2010,15,15,847824.1838
3135,TERM_1,PLAN_A,F,50,08/03/2014,10,44,42810.52931
3136,TERM_2,PLAN_B,M,45,12/09/2015,20,69,563847.7314
3137,TERM_2,PLAN_B,M,42,11/10/2016,20,61,101221.8405
3138,TERM_1,PLAN_A,F,44,17/01/2013,15,63,846350.538
3139,TERM_1,PLAN_B,M,39,23/06/2022,20,0,901745.2034
3140,TERM_1,PLAN_B,M,49,26/04/2021,20,19,326302.3443
3141,TERM_1,PLAN_B,M,24,22/07/2018,10,50,434296.7272
3142,TERM_2,PLAN_B,M,34,29/03/2019,10,66,776321.3177
3143,TERM_2,PLAN_A,F,22,17/02/2021,15,58,827076.3648
3144,TERM_2,PLAN_B,M,53,24/09/2012,10,26,937832.3133
3145,TERM_1,PLAN_A,M,52,17/04/2021,20,33,261423.3972
3146,TERM_2,PLAN_B,F,39,17/05/2013,15,54,629789.9109
3147,TERM_1,PLAN_B,F,58,31/05/2012,10,6,174384.2355
3148,TERM_1,PLAN_A,F,37,16/12/2012,15,60,770957.1181
3149,TERM_1,PLAN_B,M,48,22/12/2024,15,12,788765.5266
3150,TERM_2,PLAN_B,M,53,17/10/2020,20,79,195143.86
3151,TERM_1,PLAN_A,F,55,06/03/2012,15,53,721353.0381
3152,TERM_2,PLAN_B,F,56,30/01/2020,10,93,506077.9245
3153,TERM_1,PLAN_A,M,26,19/12/2010,10,48,18217.7821
3154,TERM_2,PLAN_B,M,24,29/02/2012,10,71,66629.90821
3155,TERM_1,PLAN_A,M,28,11/09/2013,10,43,352418.1716
3156,TERM_2,PLAN_A,M,58,10/09/2011,20,2,978096.7601
3157,TERM_2,PLAN_A,M,55,15/08/2012,20,30,869643.2476
3158,TERM_2,PLAN_A,F,21,19/08/2021,10,65,128281.0145
3159,TERM_2,PLAN_A,F,48,17/06/2012,15,88,239071.2548
3160,TERM_1,PLAN_B,F,23,20/12/2016,15,11,519653.2072
3161,TERM_1,PLAN_B,M,45,26/11/2016,10,78,74999.37499
3162,TERM_1,PLAN_A,M,28,15/07/2017,10,4,616663.7397
3163,TERM_1,PLAN_A,F,35,05/01/2016,15,78,757171.4026
3164,TERM_1,PLAN_A,M,57,15/02/2021,10,75,499424.8693
3165,TERM_1,PLAN_B,M,51,20/03/2010,10,33,238244.5033
3166,TERM_1,PLAN_A,M,35,10/11/2021,15,67,38947.62133
3167,TERM_1,PLAN_B,M,32,28/07/2013,20,6,443743.7177
3168,TERM_1,PLAN_B,F,57,25/09/2017,20,71,146180.513
3169,TERM_2,PLAN_B,F,23,23/05/2014,20,44,24413.72604
3170,TERM_2,PLAN_A,F,25,17/03/2016,20,8,486667.2173
3171,TERM_1,PLAN_A,F,31,25/09/2022,10,35,638576.1047
3172,TERM_1,PLAN_B,M,43,29/07/2017,20,51,400068.3017
3173,TERM_1,PLAN_B,M,46,18/10/2023,20,5,542496.6823
3174,TERM_2,PLAN_B,M,51,26/03/2023,15,32,592286.9844
3175,TERM_2,PLAN_A,M,44,30/04/2019,20,61,401348.7048
3176,TERM_1,PLAN_B,M,43,05/08/2014,15,52,794078.8643
3177,TERM_1,PLAN_A,F,24,21/11/2022,20,58,268027.4932
3178,TERM_1,PLAN_A,M,39,01/09/2024,20,7,424669.9342
3179,TERM_1,PLAN_A,M,24,19/02/2024,20,76,445273.5316
3180,TERM_2,PLAN_B,F,28,24/01/2011,10,43,769739.2489
3181,TERM_1,PLAN_B,F,53,06/12/2013,15,81,902772.4972
3182,TERM_2,PLAN_A,M,41,27/12/2011,20,23,255186.1676
3183,TERM_1,PLAN_B,F,48,31/12/2015,10,94,514641.0121
3184,TERM_1,PLAN_B,M,59,03/07/2017,20,48,593665.0067
3185,TERM_2,PLAN_B,M,33,18/10/2011,10,1,645809.5621
3186,TERM_2,PLAN_A,M,22,18/10/2016,20,89,670093.5712
3187,TERM_2,PLAN_B,M,42,17/05/2020,10,96,538076.2213
3188,TERM_2,PLAN_A,F,39,11/02/2016,15,85,573089.7221
3189,TERM_2,PLAN_A,M,22,15/02/2024,15,61,651655.019
3190,TERM_2,PLAN_B,F,25,16/04/2024,20,62,969857.0976
3191,TERM_2,PLAN_A,F,51,15/09/2021,15,71,632484.2665
3192,TERM_2,PLAN_B,M,28,27/08/2020,20,70,861285.0131
3193,TERM_1,PLAN_B,F,54,12/04/2012,10,78,228177.4362
3194,TERM_2,PLAN_B,M,49,09/03/2021,15,5,675105.3779
3195,TERM_1,PLAN_B,M,42,07/07/2023,20,46,827849.9964
3196,TERM_2,PLAN_B,M,34,03/02/2012,10,9,674006.8938
3197,TERM_1,PLAN_A,F,36,19/05/2012,15,15,726035.8787
3198,TERM_2,PLAN_B,M,38,18/08/2016,15,11,435575.2312
3199,TERM_2,PLAN_B,F,36,18/11/2016,10,9,517065.9712
3200,TERM_1,PLAN_A,F,49,01/05/2017,15,69,662228.7468
3201,TERM_1,PLAN_A,M,46,27/09/2023,10,60,361879.3323
3202,TERM_2,PLAN_A,F,50,17/10/2017,15,39,884923.0328
3203,TERM_2,PLAN_A,F,50,19/10/2017,15,80,973602.2185
3204,TERM_1,PLAN_B,F,28,19/02/2014,20,13,337844.5369
3205,TERM_2,PLAN_A,M,58,01/06/2011,20,66,878726.7168
3206,TERM_1,PLAN_A,F,44,16/12/2022,10,51,686158.6643
3207,TERM_1,PLAN_B,F,21,01/08/2013,20,21,721154.4179
3208,TERM_2,PLAN_A,F,22,31/10/2015,15,95,710333.0581
3209,TERM_1,PLAN_B,M,22,18/08/2023,15,99,543709.3703
3210,TERM_1,PLAN_B,F,48,17/02/2020,20,13,65860.67509
3211,TERM_2,PLAN_A,M,27,08/02/2012,15,73,535118.7112
3212,TERM_2,PLAN_A,F,37,02/01/2016,20,17,300521.3567
3213,TERM_2,PLAN_A,M,24,22/06/2012,15,9,36975.4344
3214,TERM_2,PLAN_A,M,31,07/11/2010,20,79,601153.0451
3215,TERM_2,PLAN_A,M,35,15/02/2019,10,87,575794.264
3216,TERM_2,PLAN_B,M,56,12/10/2017,20,28,151716.2279
3217,TERM_2,PLAN_B,F,25,27/06/2024,10,18,992757.825
3218,TERM_1,PLAN_A,F,35,29/05/2018,15,62,841977.5596
3219,TERM_1,PLAN_A,M,32,01/05/2012,15,24,248787.9699
3220,TERM_2,PLAN_A,F,23,01/11/2017,15,22,718372.2326
3221,TERM_2,PLAN_B,M,48,19/07/2018,10,99,399025.5083
3222,TERM_1,PLAN_A,M,36,28/07/2022,15,9,751203.1221
3223,TERM_2,PLAN_B,M,47,10/06/2018,10,33,652148.5299
3224,TERM_2,PLAN_A,F,51,11/04/2022,15,2,693773.0687
3225,TERM_2,PLAN_A,M,36,14/05/2017,20,65,741387.3373
3226,TERM_1,PLAN_A,F,45,14/01/2014,10,53,233682.0018
3227,TERM_1,PLAN_B,F,56,01/05/2020,10,86,831351.5192
3228,TERM_1,PLAN_A,M,26,08/06/2020,20,36,550987.967
3229,TERM_1,PLAN_B,F,33,16/09/2015,10,70,96679.57457
3230,TERM_1,PLAN_A,F,57,20/05/2011,20,34,880447.8828
3231,TERM_1,PLAN_A,M,21,17/05/2013,15,47,223486.8875
3232,TERM_2,PLAN_A,F,37,26/02/2013,10,24,501096.7996
3233,TERM_1,PLAN_A,F,35,31/08/2010,15,83,683571.0908
3234,TERM_1,PLAN_B,F,47,08/03/2023,15,63,567975.8155
3235,TERM_1,PLAN_A,M,21,24/05/2022,20,73,787845.7834
3236,TERM_2,PLAN_B,F,27,21/05/2024,10,84,133854.4704
3237,TERM_1,PLAN_B,F,25,19/01/2014,10,92,156728.6909
3238,TERM_1,PLAN_B,M,55,09/02/2018,10,97,455803.2762
3239,TERM_1,PLAN_B,F,46,09/03/2012,20,82,143483.5405
3240,TERM_2,PLAN_B,F,27,26/04/2014,10,84,178099.8095
3241,TERM_2,PLAN_A,M,32,27/12/2022,20,9,314478.765
3242,TERM_2,PLAN_B,M,57,09/11/2016,10,87,765274.3057
3243,TERM_2,PLAN_A,F,29,02/05/2017,20,3,618640.7325
3244,TERM_2,PLAN_A,M,56,04/12/2011,10,95,397285.6168
3245,TERM_1,PLAN_A,F,52,09/04/2011,10,26,804209.0635
3246,TERM_2,PLAN_B,M,37,25/11/2010,15,2,824559.8809
3247,TERM_2,PLAN_A,M,45,14/11/2021,15,2,612495.4261
3248,TERM_2,PLAN_A,F,51,04/04/2016,10,87,970318.5003
3249,TERM_1,PLAN_A,F,41,02/11/2013,15,87,881510.7008
3250,TERM_1,PLAN_B,F,34,03/03/2010,10,98,336655.0105
3251,TERM_2,PLAN_A,F,58,18/08/2015,15,92,572060.8143
3252,TERM_1,PLAN_A,F,30,15/06/2021,10,26,249676.5771
3253,TERM_2,PLAN_B,M,39,11/11/2017,20,44,334365.0909
3254,TERM_2,PLAN_B,M,20,29/06/2023,15,34,695588.9392
