point_id,sum_assured,age_at_entry,term_y,smoker_status,shape,annual_premium,init_pols_if,extra_mortality,sex
2676,536272.5201,41,15,S,level,1,1,0,F
2677,633172.4596,58,10,N,decreasing,1,1,0,M
2678,736993.7436,32,20,N,level,1,1,0,M
2679,409876.7444,28,10,S,level,1,1,0,M
2680,852622.4373,35,10,N,decreasing,1,1,0,M
2681,53073.65759,59,20,N,level,1,1,0,M
2682,128992.5835,58,20,S,level,1,1,0,F
2683,402986.0659,49,20,N,decreasing,1,1,0,F
2684,388327.5583,41,20,N,level,1,1,0,M
2685,85635.49657,36,15,S,level,1,1,0,F
2686,982934.1756,25,20,N,decreasing,1,1,0,M
2687,398966.2372,23,15,N,level,1,1,0,M
2688,519285.8747,54,15,S,level,1,1,0,F
2689,813090.0652,53,10,N,decreasing,1,1,0,M
2690,863797.5041,59,10,N,level,1,1,0,M
2691,28116.41078,22,10,S,level,1,1,0,F
2692,736020.2229,25,10,N,decreasing,1,1,0,F
2693,683438.1738,52,15,N,level,1,1,0,M
2694,244166.0586,29,20,S,level,1,1,0,M
2695,985523.3944,53,20,N,decreasing,1,1,0,F
2696,97201.13185,20,10,N,level,1,1,0,M
2697,412164.8605,57,20,S,level,1,1,0,F
2698,324254.3395,58,20,N,decreasing,1,1,0,M
2699,718785.5355,21,10,N,level,1,1,0,M
2700,693530.2968,41,10,S,level,1,1,0,F
2701,400739.3746,56,20,N,decreasing,1,1,0,M
2702,960966.92,30,20,N,level,1,1,0,M
2703,684677.9147,28,15,S,level,1,1,0,M
2704,26910.21738,46,10,N,decreasing,1,1,0,F
2705,407071.0056,23,15,N,level,1,1,0,M
2706,292398.6117,43,15,S,level,1,1,0,M
2707,329482.2589,26,20,N,decreasing,1,1,0,F
2708,265602.2405,29,10,N,level,1,1,0,F
2709,399479.2489,48,10,S,level,1,1,0,M
2710,775336.5163,44,15,N,decreasing,1,1,0,M
2711,582658.2856,53,15,N,level,1,1,0,F
2712,626562.5901,56,15,S,level,1,1,0,F
2713,208193.6345,53,20,N,decreasing,1,1,0,F
2714,249403.5487,51,15,N,level,1,1,0,M
2715,981354.7453,20,10,S,level,1,1,0,M
2716,879543.5087,58,20,N,decreasing,1,1,0,M
2717,198540.4042,56,15,N,level,1,1,0,F
2718,542192.6214,28,20,S,level,1,1,0,M
2719,409183.1264,54,20,N,decreasing,1,1,0,F
2720,491421.0443,26,20,N,level,1,1,0,F
2721,132195.963,37,10,S,level,1,1,0,M
2722,860166.3219,37,20,N,decreasing,1,1,0,M
2723,248437.1869,46,10,N,level,1,1,0,M
2724,259472.0155,26,20,S,level,1,1,0,M
2725,575639.8907,37,20,N,decreasing,1,1,0,F
2726,527849.6754,45,10,N,level,1,1,0,M
2727,772533.741,35,10,S,level,1,1,0,F
2728,900121.5625,26,15,N,decreasing,1,1,0,F
2729,536734.8882,49,20,N,level,1,1,0,F
2730,549877.1686,47,20,S,level,1,1,0,M
2731,604848.4299,35,10,N,decreasing,1,1,0,M
2732,670961.5805,48,15,N,level,1,1,0,F
2733,994876.5689,34,10,S,level,1,1,0,F
2734,86219.96475,27,10,N,decreasing,1,1,0,F
2735,515146.8694,33,15,N,level,1,1,0,F
2736,533159.7714,32,15,S,level,1,1,0,M
2737,52687.20743,22,20,N,decreasing,1,1,0,M
2738,212164.2645,42,10,N,level,1,1,0,M
2739,957367.776,54,10,S,level,1,1,0,M
2740,566332.04,58,15,N,decreasing,1,1,0,F
2741,879649.2496,37,15,N,level,1,1,0,F
2742,352572.1503,54,20,S,level,1,1,0,M
2743,398407.0113,55,15,N,decreasing,1,1,0,M
2744,833060.8737,30,15,N,level,1,1,0,F
2745,960214.9167,38,20,S,level,1,1,0,F
2746,530386.1863,25,20,N,decreasing,1,1,0,M
2747,153583.4535,49,10,N,level,1,1,0,F
2748,516666.9058,45,10,S,level,1,1,0,F
2749,862794.4969,32,15,N,decreasing,1,1,0,M
2750,194220.0793,22,15,N,level,1,1,0,M
2751,755972.6019,50,10,S,level,1,1,0,M
2752,79361.11421,59,10,N,decreasing,1,1,0,F
2753,345964.7353,50,20,N,level,1,1,0,F
2754,964689.2868,38,10,S,level,1,1,0,M
2755,979426.2019,25,10,N,decreasing,1,1,0,M
2756,310017.0155,20,20,N,level,1,1,0,M
2757,93448.25071,58,20,S,level,1,1,0,M
2758,872690.9723,31,20,N,decreasing,1,1,0,M
2759,685605.551,53,20,N,level,1,1,0,F
2760,707016.8097,50,10,S,level,1,1,0,M
2761,831005.7265,49,20,N,decreasing,1,1,0,F
2762,808634.2857,29,10,N,level,1,1,0,F
2763,586239.9057,46,10,S,level,1,1,0,M
2764,603322.5498,31,15,N,decreasing,1,1,0,F
2765,211314.3856,57,15,N,level,1,1,0,M
2766,799786.744,26,15,S,level,1,1,0,F
2767,691870.3762,51,20,N,decreasing,1,1,0,M
2768,235491.9174,54,15,N,level,1,1,0,F
2769,935837.7923,59,15,S,level,1,1,0,M
2770,741607.4419,30,10,N,decreasing,1,1,0,M
2771,117381.8164,24,20,N,level,1,1,0,M
2772,464893.102,33,15,S,level,1,1,0,F
2773,256900.9502,49,15,N,decreasing,1,1,0,M
2774,619885.9322,36,20,N,level,1,1,0,M
2775,819854.6491,42,15,S,level,1,1,0,M
2776,746565.8167,53,10,N,decreasing,1,1,0,M
2777,113913.9498,59,10,N,level,1,1,0,F
2778,901382.5486,44,15,S,level,1,1,0,M
2779,803758.9826,50,20,N,decreasing,1,1,0,F
2780,639309.8596,56,20,N,level,1,1,0,F
2781,246484.1219,29,20,S,level,1,1,0,M
2782,953650.7379,46,15,N,decreasing,1,1,0,M
2783,942596.8082,50,15,N,level,1,1,0,F
2784,410571.9717,54,20,S,level,1,1,0,M
2785,676704.0505,34,15,N,decreasing,1,1,0,F
2786,623266.0974,51,20,N,level,1,1,0,M
2787,923082.7232,22,10,S,level,1,1,0,M
2788,884522.6231,33,15,N,decreasing,1,1,0,F
2789,28199.46416,41,20,N,level,1,1,0,M
2790,293356.5199,31,15,S,level,1,1,0,F
2791,100021.584,43,15,N,decreasing,1,1,0,F
2792,105047.6976,26,10,N,level,1,1,0,F
2793,749904.449,59,15,S,level,1,1,0,F
2794,722274.0216,35,20,N,decreasing,1,1,0,F
2795,387815.7198,49,20,N,level,1,1,0,F
2796,885196.1001,54,15,S,level,1,1,0,M
2797,88800.25151,49,20,N,decreasing,1,1,0,F
2798,280852.1713,51,10,N,level,1,1,0,M
2799,967998.3391,28,15,S,level,1,1,0,M
2800,475678.6804,23,10,N,decreasing,1,1,0,F
2801,27592.55259,47,15,N,level,1,1,0,M
2802,303337.9796,51,15,S,level,1,1,0,F
2803,190816.5321,54,15,N,decreasing,1,1,0,F
2804,305426.6626,43,10,N,level,1,1,0,F
2805,137889.9528,49,15,S,level,1,1,0,F
2806,627785.4442,23,20,N,decreasing,1,1,0,F
2807,353646.5452,27,15,N,level,1,1,0,F
2808,293253.1106,22,10,S,level,1,1,0,M
2809,495099.2552,35,15,N,decreasing,1,1,0,F
2810,846414.8749,28,20,N,level,1,1,0,M
2811,109860.9368,36,10,S,level,1,1,0,F
2812,592207.8901,20,10,N,decreasing,1,1,0,F
2813,901550.8898,56,15,N,level,1,1,0,F
2814,662297.5998,36,15,S,level,1,1,0,M
2815,585915.7444,24,20,N,decreasing,1,1,0,M
2816,167981.5937,58,10,N,level,1,1,0,F
2817,932345.5529,38,20,S,level,1,1,0,M
2818,542678.0606,42,15,N,decreasing,1,1,0,M
2819,426165.7281,32,15,N,level,1,1,0,F
2820,739104.636,54,10,S,level,1,1,0,M
2821,836615.7611,34,15,N,decreasing,1,1,0,F
2822,188051.2341,27,15,N,level,1,1,0,M
2823,316713.762,23,20,S,level,1,1,0,M
2824,208796.0352,22,10,N,decreasing,1,1,0,M
2825,555080.1768,26,20,N,level,1,1,0,M
2826,151917.8383,42,10,S,level,1,1,0,M
2827,622738.5473,56,10,N,decreasing,1,1,0,M
2828,124651.5579,27,15,N,level,1,1,0,M
2829,379065.6742,25,20,S,level,1,1,0,M
2830,735659.3993,20,20,N,decreasing,1,1,0,M
2831,388637.9348,34,15,N,level,1,1,0,M
2832,681824.5282,57,15,S,level,1,1,0,M
2833,31744.73896,21,10,N,decreasing,1,1,0,F
2834,685639.4792,38,15,N,level,1,1,0,F
2835,357585.7001,43,15,S,level,1,1,0,F
2836,195723.0136,29,10,N,decreasing,1,1,0,M
2837,925825.1958,23,15,N,level,1,1,0,F
2838,80590.96612,23,15,S,level,1,1,0,F
2839,216090.8085,56,15,N,decreasing,1,1,0,M
2840,687614.4904,56,20,N,level,1,1,0,F
2841,654935.8577,55,10,S,level,1,1,0,M
2842,495165.5013,48,15,N,decreasing,1,1,0,F
2843,769380.4171,37,20,N,level,1,1,0,M
2844,773939.2449,58,15,S,level,1,1,0,F
2845,116829.9439,31,15,N,decreasing,1,1,0,F
2846,90503.66682,22,20,N,level,1,1,0,M
2847,371874.2538,39,10,S,level,1,1,0,F
2848,677936.3885,55,10,N,decreasing,1,1,0,M
2849,915908.9619,33,20,N,level,1,1,0,M
2850,656201.4066,59,15,S,level,1,1,0,F
2851,100946.632,45,20,N,decreasing,1,1,0,F
2852,97427.47492,47,10,N,level,1,1,0,F
2853,170859.7085,22,20,S,level,1,1,0,F
2854,94791.70711,33,10,N,decreasing,1,1,0,M
2855,387542.2476,27,10,N,level,1,1,0,M
2856,796165.7024,38,20,S,level,1,1,0,M
2857,119201.1057,24,20,N,decreasing,1,1,0,F
2858,674442.7382,56,20,N,level,1,1,0,F
2859,486880.5397,27,10,S,level,1,1,0,F
2860,705851.5577,20,10,N,decreasing,1,1,0,F
2861,242359.0063,20,20,N,level,1,1,0,F
2862,354730.2321,33,20,S,level,1,1,0,F
2863,165162.5029,57,20,N,decreasing,1,1,0,F
2864,228737.9908,53,15,N,level,1,1,0,F
2865,569731.5002,45,10,S,level,1,1,0,M
2866,719150.9129,58,10,N,decreasing,1,1,0,M
2867,494697.6073,38,20,N,level,1,1,0,M
2868,79871.61887,28,15,S,level,1,1,0,F
2869,907186.2975,51,20,N,decreasing,1,1,0,F
2870,442344.2662,27,10,N,level,1,1,0,M
2871,118588.4945,39,15,S,level,1,1,0,M
2872,631699.1461,23,20,N,decreasing,1,1,0,F
2873,974807.0026,39,15,N,level,1,1,0,F
2874,799251.1311,25,15,S,level,1,1,0,F
2875,567535.0409,54,20,N,decreasing,1,1,0,F
2876,889930.0043,54,15,N,level,1,1,0,F
2877,398235.9986,31,15,S,level,1,1,0,M
2878,348565.8158,41,20,N,decreasing,1,1,0,M
2879,53292.27313,54,10,N,level,1,1,0,F
2880,330472.3657,40,15,S,level,1,1,0,F
2881,588789.2675,26,15,N,decreasing,1,1,0,F
2882,781869.957,29,15,N,level,1,1,0,M
2883,412648.5504,55,10,S,level,1,1,0,M
2884,104308.5297,21,15,N,decreasing,1,1,0,M
2885,546722.4589,21,20,N,level,1,1,0,M
2886,758818.6084,50,15,S,level,1,1,0,F
2887,48662.34075,43,10,N,decreasing,1,1,0,F
2888,759190.6271,48,10,N,level,1,1,0,M
2889,433231.9277,20,10,S,level,1,1,0,M
2890,577825.5592,46,15,N,decreasing,1,1,0,F
2891,939743.8583,45,15,N,level,1,1,0,F
2892,885261.0515,43,10,S,level,1,1,0,M
2893,91165.97369,28,10,N,decreasing,1,1,0,M
2894,917171.3713,46,20,N,level,1,1,0,F
2895,913727.5047,43,15,S,level,1,1,0,F
2896,286982.3059,59,15,N,decreasing,1,1,0,F
2897,404045.8634,33,20,N,level,1,1,0,M
2898,104810.0277,30,10,S,level,1,1,0,F
2899,265284.8364,37,10,N,decreasing,1,1,0,M
2900,327590.0472,21,20,N,level,1,1,0,F
2901,624805.335,28,15,S,level,1,1,0,F
2902,621917.18,56,20,N,decreasing,1,1,0,F
2903,370832.8573,21,20,N,level,1,1,0,M
2904,308657.2666,50,20,S,level,1,1,0,F
2905,450895.1398,34,20,N,decreasing,1,1,0,F
2906,220838.3188,38,15,N,level,1,1,0,M
2907,409428.2601,54,20,S,level,1,1,0,F
2908,954963.5407,34,15,N,decreasing,1,1,0,M
2909,124745.5673,43,15,N,level,1,1,0,M
2910,901883.1715,50,20,S,level,1,1,0,F
2911,598857.662,41,15,N,decreasing,1,1,0,M
2912,315143.4797,52,20,N,level,1,1,0,M
2913,322228.2406,48,20,S,level,1,1,0,M
2914,905748.9801,40,20,N,decreasing,1,1,0,F
2915,741550.7806,20,15,N,level,1,1,0,M
2916,458375.8101,36,15,S,level,1,1,0,F
2917,28720.29915,38,15,N,decreasing,1,1,0,M
2918,672201.6548,59,10,N,level,1,1,0,M
2919,983895.6221,46,10,S,level,1,1,0,M
2920,968075.4712,40,20,N,decreasing,1,1,0,F
2921,212364.3637,20,10,N,level,1,1,0,F
2922,414363.1891,54,10,S,level,1,1,0,F
2923,470017.538,45,15,N,decreasing,1,1,0,M
2924,209796.7054,39,10,N,level,1,1,0,M
2925,562041.4022,46,20,S,level,1,1,0,M
2926,467597.3402,50,20,N,decreasing,1,1,0,F
2927,106157.3787,55,20,N,level,1,1,0,M
2928,160524.3497,28,10,S,level,1,1,0,M
2929,324994.6662,43,20,N,decreasing,1,1,0,F
2930,627523.5814,37,10,N,level,1,1,0,M
2931,959553.9047,26,20,S,level,1,1,0,M
2932,348141.0225,53,20,N,decreasing,1,1,0,M
2933,335427.7171,59,10,N,level,1,1,0,M
2934,500618.9075,58,10,S,level,1,1,0,F
2935,245626.7335,53,10,N,decreasing,1,1,0,F
2936,338539.32,27,15,N,level,1,1,0,M
2937,709548.3644,32,20,S,level,1,1,0,F
2938,461922.6706,39,15,N,decreasing,1,1,0,F
2939,788284.6213,49,15,N,level,1,1,0,M
2940,865922.8344,27,15,S,level,1,1,0,M
2941,25706.03778,39,15,N,decreasing,1,1,0,F
2942,826342.1939,50,15,N,level,1,1,0,M
2943,640713.457,31,10,S,level,1,1,0,F
2944,510697.1039,58,20,N,decreasing,1,1,0,F
2945,62940.87446,43,15,N,level,1,1,0,M
2946,144897.9912,37,20,S,level,1,1,0,F
2947,961997.5053,39,10,N,decreasing,1,1,0,F
2948,292535.2081,33,20,N,level,1,1,0,M
2949,661538.0541,49,10,S,level,1,1,0,M
2950,469318.792,47,20,N,decreasing,1,1,0,F
2951,570755.779,47,10,N,level,1,1,0,M
2952,638736.3836,49,10,S,level,1,1,0,F
2953,483282.2804,33,10,N,decreasing,1,1,0,M
2954,483274.6815,36,15,N,level,1,1,0,F
2955,54471.90964,44,15,S,level,1,1,0,M
2956,103650.1056,41,15,N,decreasing,1,1,0,F
2957,342361.5474,25,10,N,level,1,1,0,F
2958,317751.9111,52,15,S,level,1,1,0,M
2959,660504.8327,24,10,N,decreasing,1,1,0,M
2960,863224.4934,53,10,N,level,1,1,0,M
2961,648633.1449,41,15,S,level,1,1,0,M
2962,893744.8161,45,10,N,decreasing,1,1,0,F
2963,450674.4571,37,10,N,level,1,1,0,M
2964,409280.3413,20,10,S,level,1,1,0,M
2965,175551.9564,54,15,N,decreasing,1,1,0,M
2966,433519.8795,51,20,N,level,1,1,0,F
2967,119295.2483,30,20,S,level,1,1,0,F
2968,210896.0545,49,15,N,decreasing,1,1,0,F
2969,121726.3398,52,10,N,level,1,1,0,M
2970,813131.9325,43,20,S,level,1,1,0,F
2971,552552.4626,54,10,N,decreasing,1,1,0,M
2972,975672.5449,57,20,N,level,1,1,0,M
2973,569384.3441,20,15,S,level,1,1,0,F
2974,387836.3381,58,20,N,decreasing,1,1,0,F
2975,467327.6951,39,15,N,level,1,1,0,F
2976,104434.0636,47,20,S,level,1,1,0,M
2977,624799.9202,52,10,N,decreasing,1,1,0,F
2978,432196.3009,33,10,N,level,1,1,0,M
2979,393480.3569,21,20,S,level,1,1,0,M
2980,408909.4992,44,15,N,decreasing,1,1,0,F
2981,955720.5383,21,15,N,level,1,1,0,M
2982,587978.083,20,15,S,level,1,1,0,F
2983,466969.8875,48,15,N,decreasing,1,1,0,F
2984,376279.1921,46,15,N,level,1,1,0,F
2985,685364.2734,43,10,S,level,1,1,0,F
2986,319714.2813,25,10,N,decreasing,1,1,0,M
2987,726334.1146,38,10,N,level,1,1,0,F
2988,877194.0837,38,10,S,level,1,1,0,F
2989,870137.0877,24,10,N,decreasing,1,1,0,F
2990,958760.4457,26,10,N,level,1,1,0,M
2991,379096.7534,42,15,S,level,1,1,0,F
2992,673409.2425,26,10,N,decreasing,1,1,0,F
2993,60571.72398,55,20,N,level,1,1,0,M
2994,990332.4622,36,10,S,level,1,1,0,M
2995,838827.4469,26,15,N,decreasing,1,1,0,M
2996,766862.7945,33,10,N,level,1,1,0,F
2997,673576.2369,57,10,S,level,1,1,0,F
2998,671508.7888,39,10,N,decreasing,1,1,0,M
2999,510312.4545,58,20,N,level,1,1,0,F
3000,820476.4744,57,15,S,level,1,1,0,F
3001,861683.5069,39,20,S,level,1,1,0,M
3002,568669.7775,53,10,N,decreasing,1,1,0,F
3003,832762.1352,46,15,N,level,1,1,0,M
3004,718116.2083,30,20,S,level,1,1,0,F
3005,987991.6808,23,15,N,decreasing,1,1,0,M
3006,585286.6197,46,10,N,level,1,1,0,F
3007,819898.6324,36,15,S,level,1,1,0,M
3008,621495.3141,20,15,N,decreasing,1,1,0,M
3009,835267.9299,37,15,N,level,1,1,0,M
3010,343985.4995,42,15,S,level,1,1,0,F
3011,253994.0102,52,20,N,decreasing,1,1,0,M
3012,620213.6716,58,15,N,level,1,1,0,M
3013,73891.96757,44,10,S,level,1,1,0,F
3014,74549.25248,39,20,N,decreasing,1,1,0,F
3015,594403.1592,51,15,N,level,1,1,0,M
3016,837273.8685,22,15,S,level,1,1,0,M
3017,987471.7176,24,20,N,decreasing,1,1,0,F
3018,293680.9322,35,20,N,level,1,1,0,M
3019,61609.67178,23,10,S,level,1,1,0,M
3020,349789.3289,57,20,N,decreasing,1,1,0,F
3021,649410.2767,56,10,N,level,1,1,0,F
3022,685232.4456,53,10,S,level,1,1,0,F
3023,357522.8086,50,20,N,decreasing,1,1,0,F
3024,815848.8021,53,15,N,level,1,1,0,M
3025,886641.7225,28,20,S,level,1,1,0,M
3026,290236.2749,49,20,N,decreasing,1,1,0,F
3027,197698.9235,45,10,N,level,1,1,0,F
3028,34519.67724,48,20,S,level,1,1,0,M
3029,703650.6294,40,20,N,decreasing,1,1,0,M
3030,807117.7016,30,20,N,level,1,1,0,F
3031,553044.591,39,10,S,level,1,1,0,F
3032,992889.9561,38,20,N,decreasing,1,1,0,F
3033,970966.6898,34,20,N,level,1,1,0,F
3034,907860.4775,58,20,S,level,1,1,0,F
3035,178194.5878,25,15,N,decreasing,1,1,0,F
3036,229257.3921,43,10,N,level,1,1,0,F
3037,52166.78447,21,20,S,level,1,1,0,F
3038,160967.738,42,10,N,decreasing,1,1,0,F
3039,680709.1132,35,15,N,level,1,1,0,F
3040,575287.6375,32,20,S,level,1,1,0,M
3041,700708.605,28,20,N,decreasing,1,1,0,M
3042,435441.1607,26,10,N,level,1,1,0,M
3043,859417.2655,56,10,S,level,1,1,0,F
3044,749152.7674,42,20,N,decreasing,1,1,0,F
3045,965047.2924,41,15,N,level,1,1,0,F
3046,449692.9302,59,10,S,level,1,1,0,F
3047,518056.4693,25,10,N,decreasing,1,1,0,F
3048,317182.558,21,15,N,level,1,1,0,F
3049,296280.958,44,10,S,level,1,1,0,F
3050,46811.93829,23,10,N,decreasing,1,1,0,F
3051,722606.2098,41,10,N,level,1,1,0,F
3052,586693.1083,42,15,S,level,1,1,0,F
3053,367230.0579,40,15,N,decreasing,1,1,0,M
3054,681934.9342,39,15,N,level,1,1,0,F
3055,745183.2752,22,10,S,level,1,1,0,M
3056,281470.1406,22,10,N,decreasing,1,1,0,M
3057,147059.801,47,15,N,level,1,1,0,F
3058,229209.6291,35,20,S,level,1,1,0,M
3059,104259.0773,37,15,N,decreasing,1,1,0,F
3060,968009.3963,20,10,N,level,1,1,0,M
3061,491206.856,33,20,S,level,1,1,0,F
3062,469020.3738,52,15,N,decreasing,1,1,0,F
3063,916754.5939,53,10,N,level,1,1,0,M
3064,588652.1324,38,15,S,level,1,1,0,F
3065,83826.40538,24,15,N,decreasing,1,1,0,F
3066,765901.592,54,10,N,level,1,1,0,F
3067,342215.7929,29,10,S,level,1,1,0,F
3068,387671.479,51,20,N,decreasing,1,1,0,M
3069,394871.64,32,20,N,level,1,1,0,F
3070,844546.7873,46,10,S,level,1,1,0,F
3071,646509.8933,53,10,N,decreasing,1,1,0,M
3072,216554.658,44,15,N,level,1,1,0,M
3073,124603.3427,28,15,S,level,1,1,0,F
3074,927200.7399,43,15,N,decreasing,1,1,0,F
3075,686978.0892,35,20,N,level,1,1,0,M
3076,543450.4735,55,15,S,level,1,1,0,F
3077,92709.85092,53,10,N,decreasing,1,1,0,F
3078,548204.7287,46,20,N,level,1,1,0,F
3079,107760.6112,32,10,S,level,1,1,0,M
3080,38443.79977,54,20,N,decreasing,1,1,0,F
3081,973789.3454,45,20,N,level,1,1,0,M
3082,864156.337,48,15,S,level,1,1,0,M
3083,85420.44809,58,15,N,decreasing,1,1,0,F
3084,678556.5657,58,15,N,level,1,1,0,F
3085,157110.6473,41,15,S,level,1,1,0,M
3086,103429.3213,42,15,N,decreasing,1,1,0,F
3087,342842.3133,28,10,N,level,1,1,0,F
3088,130641.6316,48,15,S,level,1,1,0,M
3089,175269.3726,52,10,N,decreasing,1,1,0,M
3090,779554.9603,40,10,N,level,1,1,0,F
3091,688198.8264,50,10,S,level,1,1,0,M
3092,258001.7613,58,20,N,decreasing,1,1,0,M
3093,691391.0472,41,10,N,level,1,1,0,F
3094,693885.0283,50,15,S,level,1,1,0,M
3095,917738.9464,20,15,N,decreasing,1,1,0,M
3096,990591.1293,43,15,N,level,1,1,0,M
3097,274911.2,22,20,S,level,1,1,0,M
3098,232784.5156,24,20,N,decreasing,1,1,0,F
3099,757648.2876,54,15,N,level,1,1,0,F
3100,768005.1449,43,20,S,level,1,1,0,M
3101,354863.3447,21,15,N,decreasing,1,1,0,F
3102,451681.0474,39,15,N,level,1,1,0,F
3103,184674.8857,44,20,S,level,1,1,0,F
3104,979396.1663,26,10,N,decreasing,1,1,0,M
3105,553987.269,34,15,N,level,1,1,0,F
3106,358345.3977,55,20,S,level,1,1,0,M
3107,586264.3729,44,15,N,decreasing,1,1,0,M
3108,723707.4437,32,10,N,level,1,1,0,M
3109,313340.7587,35,20,S,level,1,1,0,M
3110,327477.345,35,10,N,decreasing,1,1,0,F
3111,618141.495,20,20,N,level,1,1,0,F
3112,557377.3653,26,10,S,level,1,1,0,F
3113,823713.3052,48,20,N,decreasing,1,1,0,M
3114,263569.508,44,10,N,level,1,1,0,F
3115,953315.0918,41,15,S,level,1,1,0,F
3116,188245.6427,29,15,N,decreasing,1,1,0,M
3117,76592.55715,47,10,N,level,1,1,0,F
3118,924265.4346,30,15,S,level,1,1,0,F
3119,921846.5141,27,10,N,decreasing,1,1,0,F
3120,360559.6487,41,15,N,level,1,1,0,M
3121,151022.8488,53,10,S,level,1,1,0,F
3122,306672.8012,20,20,N,decreasing,1,1,0,F
3123,980705.6829,57,10,N,level,1,1,0,M
3124,246124.0058,49,15,S,level,1,1,0,F
3125,918124.4564,34,10,N,decreasing,1,1,0,F
3126,178163.6477,53,15,N,level,1,1,0,F
3127,395559.5087,58,20,S,level,1,1,0,F
3128,410019.3262,35,20,N,decreasing,1,1,0,F
3129,907225.0923,24,20,N,level,1,1,0,M
3130,102935.1812,32,10,S,level,1,1,0,F
3131,895890.5492,34,15,N,decreasing,1,1,0,M
3132,806479.1541,32,15,N,level,1,1,0,F
3133,948520.0408,59,20,S,level,1,1,0,M
3134,758935.1185,50,15,N,decreasing,1,1,0,F
3135,709409.9603,50,15,N,level,1,1,0,M
3136,834979.8908,27,10,S,level,1,1,0,M
3137,269472.4231,40,15,N,decreasing,1,1,0,M
3138,479411.1185,44,20,N,level,1,1,0,M
3139,502768.1978,23,10,S,level,1,1,0,M
3140,422922.549,25,20,N,decreasing,1,1,0,M
3141,355018.4427,41,10,N,level,1,1,0,F
3142,588514.5626,32,15,S,level,1,1,0,F
3143,742243.2211,28,10,N,decreasing,1,1,0,M
3144,478656.21,56,15,N,level,1,1,0,M
3145,668932.0383,21,20,S,level,1,1,0,M
3146,488889.1038,35,10,N,decreasing,1,1,0,F
3147,507486.5425,58,10,N,level,1,1,0,M
3148,833890.968,46,20,S,level,1,1,0,M
3149,463186.2394,27,15,N,decreasing,1,1,0,F
3150,180462.9707,56,20,N,level,1,1,0,F
3151,506266.7951,35,20,S,level,1,1,0,F
3152,471467.7103,57,10,N,decreasing,1,1,0,F
3153,666190.1533,57,15,N,level,1,1,0,M
3154,84043.25198,46,10,S,level,1,1,0,M
3155,314667.4018,43,20,N,decreasing,1,1,0,F
3156,243867.0282,33,15,N,level,1,1,0,F
3157,59279.33576,33,10,S,level,1,1,0,F
3158,416907.0034,42,10,N,decreasing,1,1,0,M
3159,436091.2108,31,15,N,level,1,1,0,M
3160,901900.8322,20,20,S,level,1,1,0,M
3161,576410.5482,40,15,N,decreasing,1,1,0,F
3162,801821.0713,25,10,N,level,1,1,0,M
3163,112094.331,40,20,S,level,1,1,0,M
3164,762958.0521,21,20,N,decreasing,1,1,0,F
3165,257663.8326,40,10,N,level,1,1,0,M
3166,783915.4304,35,20,S,level,1,1,0,M
3167,148381.4767,50,10,N,decreasing,1,1,0,M
3168,100518.8277,26,20,N,level,1,1,0,F
3169,849960.0526,20,20,S,level,1,1,0,M
3170,491837.2373,54,10,N,decreasing,1,1,0,F
3171,437867.9486,21,15,N,level,1,1,0,F
3172,274282.1447,47,15,S,level,1,1,0,M
3173,559556.2882,28,20,N,decreasing,1,1,0,M
3174,516106.5978,30,10,N,level,1,1,0,F
3175,184654.0532,27,10,S,level,1,1,0,F
3176,758974.1406,58,15,N,decreasing,1,1,0,F
3177,877903.8896,34,20,N,level,1,1,0,F
3178,342050.9411,24,10,S,level,1,1,0,M
3179,578229.1921,29,20,N,decreasing,1,1,0,M
3180,698384.6854,33,10,N,level,1,1,0,M
3181,759008.0193,55,20,S,level,1,1,0,M
3182,105968.5386,28,10,N,decreasing,1,1,0,M
3183,679947.3771,43,15,N,level,1,1,0,M
3184,404230.0775,45,15,S,level,1,1,0,F
3185,954418.1898,51,15,N,decreasing,1,1,0,M
3186,906251.5992,33,10,N,level,1,1,0,F
3187,215439.0938,39,10,S,level,1,1,0,M
3188,83309.92881,22,15,N,decreasing,1,1,0,F
3189,570489.049,49,15,N,level,1,1,0,F
3190,50909.40114,40,10,S,level,1,1,0,M
3191,622025.5299,42,20,N,decreasing,1,1,0,M
3192,881620.6556,22,10,N,level,1,1,0,F
3193,703182.2793,49,15,S,level,1,1,0,F
3194,195626.8501,42,20,N,decreasing,1,1,0,F
3195,889887.1106,47,20,N,level,1,1,0,F
3196,943815.9126,32,10,S,level,1,1,0,M
3197,141205.1602,54,15,N,decreasing,1,1,0,F
3198,878420.5746,47,15,N,level,1,1,0,M
3199,796672.9185,30,15,S,level,1,1,0,F
3200,12616.19224,23,20,N,decreasing,1,1,0,F
3201,378680.0369,20,15,N,level,1,1,0,F
3202,379622.8503,26,15,S,level,1,1,0,M
3203,581870.9958,41,10,N,decreasing,1,1,0,M
3204,870992.2198,23,15,N,level,1,1,0,M
3205,734412.2748,57,15,S,level,1,1,0,F
3206,69798.55695,54,10,N,decreasing,1,1,0,F
3207,743452.7577,33,10,N,level,1,1,0,F
3208,143055.1538,25,20,S,level,1,1,0,M
3209,372021.1184,29,10,N,decreasing,1,1,0,F
3210,510865.1988,43,20,N,level,1,1,0,M
3211,211930.183,23,10,S,level,1,1,0,M
3212,300609.0637,26,10,N,decreasing,1,1,0,F
3213,752561.1028,50,15,N,level,1,1,0,F
